Chakana sotuvchi,Sotuvchi ID,Hisob-faktura sanasi,Hudud,Viloyat,Shahar,Mahsulot,Birlik narxi (so'm),Sotilgan birlik,Jami savdo (so'm),Operatsion foyda (so'm),Operatsion marja,Sotuv usuli
ActiveGear,1128299,2021-03-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,506000,98,49588000,20331080,0.41,Outlet do'kon
ActiveGear,1128299,2021-03-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,518650,112,58088800,22073744,0.38,Outlet do'kon
ActiveGear,1128299,2021-03-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,493350,75,37001250,13690462,0.37,Outlet do'kon
ActiveGear,1128299,2021-03-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,543950,30,16318500,7180140,0.44,Outlet do'kon
ActiveGear,1128299,2021-03-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,506000,90,45540000,15939000,0.35,Outlet do'kon
ActiveGear,1128299,2021-04-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,556600,166,92395600,36034284,0.39,Outlet do'kon
ActiveGear,1128299,2021-04-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,493350,88,43414800,17800068,0.41,Outlet do'kon
ActiveGear,1128299,2021-04-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,594550,114,67778700,27789267,0.41,Outlet do'kon
ActiveGear,1128299,2021-04-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,430100,70,30107000,11139590,0.37,Outlet do'kon
ActiveGear,1128299,2021-04-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,455400,39,17760600,7459452,0.42,Outlet do'kon
ActiveGear,1128299,2021-04-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,619850,90,55786500,18967410,0.34,Outlet do'kon
ActiveGear,1128299,2021-05-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,493350,155,76469250,32117085,0.42,Outlet do'kon
ActiveGear,1128299,2021-05-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,455400,109,49638600,19855440,0.4,Outlet do'kon
ActiveGear,1128299,2021-05-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,493350,119,58708650,22896373,0.39,Outlet do'kon
ActiveGear,1128299,2021-05-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,417450,94,39240300,15303717,0.39,Outlet do'kon
ActiveGear,1128299,2021-05-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,417450,58,24212100,10653324,0.44,Outlet do'kon
ActiveGear,1128299,2021-05-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,581900,173,100668700,36240732,0.36,Outlet do'kon
ActiveGear,1128299,2021-06-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,543950,240,130548000,49608240,0.38,Outlet do'kon
ActiveGear,1128299,2021-06-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,594550,202,120099100,49240631,0.41,Outlet do'kon
ActiveGear,1128299,2021-06-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,670450,208,139453600,54386904,0.39,Outlet do'kon
ActiveGear,1128299,2021-06-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,784300,179,140389700,57559777,0.41,Outlet do'kon
ActiveGear,1128299,2021-06-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,847550,140,118657000,54582220,0.46,Outlet do'kon
ActiveGear,1128299,2021-06-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,936100,231,216239100,71358903,0.33,Outlet do'kon
ActiveGear,1128299,2021-07-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,759000,298,226182000,94996440,0.42,Outlet do'kon
ActiveGear,1128299,2021-07-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,834900,217,181173300,74281053,0.41,Outlet do'kon
ActiveGear,1128299,2021-07-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,834900,221,184512900,77495418,0.42,Outlet do'kon
ActiveGear,1128299,2021-07-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,771650,171,131952150,54100382,0.41,Outlet do'kon
ActiveGear,1128299,2021-07-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,860200,198,170319600,78347016,0.46,Outlet do'kon
ActiveGear,1128299,2021-07-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,986700,204,201286800,70450380,0.35,Outlet do'kon
ActiveGear,1128299,2021-08-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,872850,256,223449600,82676352,0.37,Outlet do'kon
ActiveGear,1128299,2021-08-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,784300,256,200780800,84327936,0.42,Outlet do'kon
ActiveGear,1128299,2021-08-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,632500,215,135987500,54395000,0.4,Outlet do'kon
ActiveGear,1128299,2021-08-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,632500,128,80960000,30764800,0.38,Outlet do'kon
ActiveGear,1128299,2021-08-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,670450,136,91181200,38296104,0.42,Outlet do'kon
ActiveGear,1128299,2021-08-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,670450,88,58999600,21829852,0.37,Outlet do'kon
ActiveGear,1128299,2021-09-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,430100,149,64084900,23711413,0.37,Outlet do'kon
ActiveGear,1128299,2021-09-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,543950,158,85944100,32658758,0.38,Outlet do'kon
ActiveGear,1128299,2021-09-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,493350,83,40948050,17198181,0.42,Outlet do'kon
ActiveGear,1128299,2021-09-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,480700,62,29803400,12517428,0.42,Outlet do'kon
ActiveGear,1128299,2021-09-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,607200,77,46754400,19636848,0.42,Outlet do'kon
ActiveGear,1128299,2021-09-25,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,455400,85,38709000,12386880,0.32,Outlet do'kon
ActiveGear,1128299,2021-10-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,366850,119,43655150,17025508,0.39,Outlet do'kon
ActiveGear,1128299,2021-10-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,468050,179,83780950,31836761,0.38,Outlet do'kon
ActiveGear,1128299,2021-10-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,468050,109,51017450,18876456,0.37,Outlet do'kon
ActiveGear,1128299,2021-10-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,430100,114,49031400,19122246,0.39,Outlet do'kon
ActiveGear,1128299,2021-10-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,506000,93,47058000,21176100,0.45,Outlet do'kon
ActiveGear,1128299,2021-10-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,518650,123,63793950,23603762,0.37,Outlet do'kon
ActiveGear,1128299,2021-11-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,430100,190,81719000,30236030,0.37,Outlet do'kon
ActiveGear,1128299,2021-11-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,468050,202,94546100,36872979,0.39,Outlet do'kon
ActiveGear,1128299,2021-11-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,404800,152,61529600,25842432,0.42,Outlet do'kon
ActiveGear,1128299,2021-11-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,493350,149,73509150,30138751,0.41,Outlet do'kon
ActiveGear,1128299,2021-11-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,632500,145,91712500,42187750,0.46,Outlet do'kon
ActiveGear,1128299,2021-11-24,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,670450,165,110624250,40930972,0.37,Outlet do'kon
ActiveGear,1128299,2021-12-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,645150,225,145158750,60966675,0.42,Outlet do'kon
ActiveGear,1128299,2021-12-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,708400,233,165057200,66022880,0.4,Outlet do'kon
ActiveGear,1128299,2021-12-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,607200,193,117189600,48047736,0.41,Outlet do'kon
ActiveGear,1128299,2021-12-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,670450,165,110624250,43143458,0.39,Outlet do'kon
ActiveGear,1128299,2021-12-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,683100,157,107246700,50405949,0.47,Outlet do'kon
ActiveGear,1128299,2021-12-23,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,695750,201,139845750,47547555,0.34,Outlet do'kon
ActiveGear,1128299,2021-01-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,354200,120,42504000,17851680,0.42,Outlet do'kon
ActiveGear,1128299,2021-01-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,392150,124,48626600,21395704,0.4399999999999999,Outlet do'kon
ActiveGear,1128299,2021-01-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,417450,128,53433600,22976448,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-01-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun sport poyabzali,430100,78,33547800,15431988,0.46,Outlet do'kon
ActiveGear,1128299,2021-01-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar kiyimi,417450,68,28386600,14477166,0.51,Outlet do'kon
ActiveGear,1128299,2021-01-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar kiyimi,430100,140,60214000,24085600,0.4,Outlet do'kon
ActiveGear,1128299,2021-02-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun kundalik poyabzal,303600,175,53130000,23908500,0.45,Outlet do'kon
ActiveGear,1128299,2021-02-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Erkaklar uchun sport poyabzali,392150,124,48626600,20909438,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-02-17,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Xo'jayli,Ayollar uchun kundalik poyabzal,430100,132,56773200,24412476,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-02-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,417450,75,31308750,14715112,0.47,Outlet do'kon
ActiveGear,1128299,2021-02-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,417450,53,22124850,10398680,0.47,Outlet do'kon
ActiveGear,1128299,2021-02-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,404800,131,53028800,19620656,0.37,Outlet do'kon
ActiveGear,1128299,2021-03-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,366850,179,65666150,30206429,0.46,Outlet do'kon
ActiveGear,1128299,2021-03-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,480700,120,57684000,25380960,0.4399999999999999,Outlet do'kon
ActiveGear,1128299,2021-03-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,493350,120,59202000,26640900,0.45,Outlet do'kon
ActiveGear,1128299,2021-03-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,543950,96,52219200,22454256,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-03-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,506000,50,25300000,12903000,0.51,Outlet do'kon
ActiveGear,1128299,2021-03-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,366850,109,39986650,14795060,0.37,Outlet do'kon
ActiveGear,1128299,2021-04-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,480700,168,80757600,37956072,0.47,Outlet do'kon
ActiveGear,1128299,2021-04-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,455400,107,48727800,22414788,0.46,Outlet do'kon
ActiveGear,1128299,2021-04-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,506000,120,60720000,25502400,0.42,Outlet do'kon
ActiveGear,1128299,2021-04-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,341550,91,31081050,13986472,0.45,Outlet do'kon
ActiveGear,1128299,2021-04-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,430100,56,24085600,12283656,0.51,Outlet do'kon
ActiveGear,1128299,2021-04-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,493350,123,60682050,22452358,0.37,Outlet do'kon
ActiveGear,1128299,2021-05-18,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,404800,176,71244800,30635264,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-05-18,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,506000,128,64768000,28497920,0.4399999999999999,Outlet do'kon
ActiveGear,1128299,2021-05-18,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,468050,136,63654800,26735016,0.42,Outlet do'kon
ActiveGear,1128299,2021-05-18,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,417450,101,42162450,18129853,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-05-18,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,404800,77,31169600,14961408,0.48,Outlet do'kon
ActiveGear,1128299,2021-05-18,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,581900,178,103578200,41431280,0.4,Outlet do'kon
ActiveGear,1128299,2021-06-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,594550,256,152204800,71536256,0.47,Outlet do'kon
ActiveGear,1128299,2021-06-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,695750,224,155848000,70131600,0.45,Outlet do'kon
ActiveGear,1128299,2021-06-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,695750,210,146107500,64287300,0.4399999999999999,Outlet do'kon
ActiveGear,1128299,2021-06-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,746350,184,137328400,64544348,0.47,Outlet do'kon
ActiveGear,1128299,2021-06-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,885500,153,135481500,63676305,0.47,Outlet do'kon
ActiveGear,1128299,2021-06-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,1012000,248,250976000,102900160,0.41,Outlet do'kon
ActiveGear,1128299,2021-07-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,784300,306,239995800,103198194,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-07-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,847550,248,210192400,96688504,0.46,Outlet do'kon
ActiveGear,1128299,2021-07-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,872850,210,183298500,86150295,0.47,Outlet do'kon
ActiveGear,1128299,2021-07-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,784300,198,155291400,69881130,0.45,Outlet do'kon
ActiveGear,1128299,2021-07-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,923450,221,204082450,100000400,0.49,Outlet do'kon
ActiveGear,1128299,2021-07-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,1024650,208,213127200,87382152,0.41,Outlet do'kon
ActiveGear,1128299,2021-08-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,923450,255,235479750,110675482,0.47,Outlet do'kon
ActiveGear,1128299,2021-08-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,721050,256,184588800,81219072,0.4399999999999999,Outlet do'kon
ActiveGear,1128299,2021-08-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,632500,217,137252500,57646050,0.42,Outlet do'kon
ActiveGear,1128299,2021-08-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,695750,143,99492250,46761358,0.47,Outlet do'kon
ActiveGear,1128299,2021-08-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,594550,152,90371600,44282084,0.49,Outlet do'kon
ActiveGear,1128299,2021-08-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,581900,102,59353800,22554444,0.38,Outlet do'kon
ActiveGear,1128299,2021-09-18,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,417450,175,73053750,30682575,0.42,Outlet do'kon
ActiveGear,1128299,2021-09-18,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,506000,175,88550000,38076500,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-09-18,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,379500,96,36432000,16758720,0.46,Outlet do'kon
ActiveGear,1128299,2021-09-18,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,430100,80,34408000,14451360,0.42,Outlet do'kon
ActiveGear,1128299,2021-09-18,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,518650,83,43047950,20663016,0.48,Outlet do'kon
ActiveGear,1128299,2021-09-18,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,379500,90,34155000,13662000,0.4,Outlet do'kon
ActiveGear,1128299,2021-10-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,316250,124,39215000,16862450,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-10-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,430100,184,79138400,35612280,0.45,Outlet do'kon
ActiveGear,1128299,2021-10-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,417450,128,53433600,24045120,0.45,Outlet do'kon
ActiveGear,1128299,2021-10-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,392150,120,47058000,20234940,0.4299999999999999,Outlet do'kon
ActiveGear,1128299,2021-10-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,493350,112,55255200,26522496,0.48,Outlet do'kon
ActiveGear,1128299,2021-10-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,556600,140,77924000,31169600,0.4,Outlet do'kon
ActiveGear,1128299,2021-11-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,354200,219,77569800,36457806,0.47,Outlet do'kon
ActiveGear,1128299,2021-11-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,442750,224,99176000,46612720,0.47,Outlet do'kon
ActiveGear,1128299,2021-11-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,379500,158,59961000,27582060,0.46,Outlet do'kon
ActiveGear,1128299,2021-11-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,506000,155,78430000,36077800,0.46,Outlet do'kon
ActiveGear,1128299,2021-11-17,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,670450,147,98556150,46321391,0.47,Outlet do'kon
ActiveGear,1128299,2021-11-17,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,809600,180,145728000,59748480,0.41,Outlet do'kon
ActiveGear,1128299,2021-12-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,581900,272,158276800,72807328,0.46,Outlet do'kon
ActiveGear,1128299,2021-12-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,657800,248,163134400,71779136,0.4399999999999999,Outlet do'kon
SneakerPro,1128299,2021-12-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,670450,192,128726400,55352352,0.4299999999999999,Outlet do'kon
SneakerPro,1128299,2021-12-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,670450,192,128726400,60501408,0.47,Outlet do'kon
SneakerPro,1128299,2021-12-16,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,695750,168,116886000,56105280,0.48,Outlet do'kon
SneakerPro,1128299,2021-12-16,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,746350,194,144791900,57916760,0.4,Outlet do'kon
SneakerPro,1197831,2021-01-05,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,177100,223,39493300,13427722,0.34,Outlet do'kon
SneakerPro,1197831,2021-01-05,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,253000,209,52877000,19035720,0.36,Outlet do'kon
SneakerPro,1197831,2021-01-05,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,265650,162,43035300,15923061,0.37,Outlet do'kon
SneakerPro,1197831,2021-01-05,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun sport poyabzali,328900,166,54597400,22930908,0.42,Outlet do'kon
SneakerPro,1197831,2021-01-05,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar kiyimi,354200,111,39316200,11008536,0.28,Outlet do'kon
ActiveGear,1197831,2021-01-05,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar kiyimi,290950,147,42769650,21384825,0.5,Outlet do'kon
SneakerPro,1197831,2021-02-04,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun kundalik poyabzal,227700,200,45540000,14572800,0.32,Outlet do'kon
SneakerPro,1197831,2021-02-04,Markaziy hudud,Buxoro viloyati,Buxoro,Erkaklar uchun sport poyabzali,354200,180,63756000,21039480,0.33,Outlet do'kon
SneakerPro,1197831,2021-02-04,Markaziy hudud,Buxoro viloyati,Buxoro,Ayollar uchun kundalik poyabzal,354200,128,45337600,15868160,0.35,Outlet do'kon
SneakerPro,1197831,2021-02-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,341550,116,39619800,16640316,0.42,Outlet do'kon
SneakerPro,1197831,2021-02-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,392150,88,34509200,10352760,0.3,Outlet do'kon
SneakerPro,1197831,2021-02-04,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,328900,135,44401500,23088780,0.52,Outlet do'kon
SneakerPro,1197831,2021-03-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,265650,200,53130000,19658100,0.37,Outlet do'kon
SneakerPro,1197831,2021-03-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,341550,188,64211400,25042446,0.39,Outlet do'kon
SneakerPro,1197831,2021-03-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,253000,135,34155000,12978900,0.38,Outlet do'kon
SneakerPro,1197831,2021-03-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun sport poyabzali,328900,112,36836800,17313296,0.47,Outlet do'kon
ActiveGear,1197831,2021-03-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar kiyimi,404800,88,35622400,12467840,0.35,Outlet do'kon
ActiveGear,1197831,2021-03-06,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar kiyimi,316250,124,39215000,20783950,0.53,Outlet do'kon
ActiveGear,1197831,2021-04-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun kundalik poyabzal,189750,215,40796250,17134425,0.42,Outlet do'kon
ActiveGear,1197831,2021-04-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Erkaklar uchun sport poyabzali,265650,215,57114750,22274752,0.39,Outlet do'kon
ActiveGear,1197831,2021-04-05,G'arbiy hudud,Qoraqalpog'iston Respublikasi,Beruniy,Ayollar uchun kundalik poyabzal,240350,162,38936700,14406579,0.37,Outlet do'kon
